id,text,Label,Model_classification
14,"currently there are two ways to mount an external owncloud folder
 using server to server sharing
 using the owncloud external storage backend

these are using different code paths to do similar operations
the server to server sharing code happens in the dav class 
while the owncloud backend is here 

the purpose of the owncloud external storage backend is to take advantage of owncloud features that might not be available in regular webdav mounts like
 change detection through etags
 disable encryption for remote storage
 chunk upload yet to be added 

i think we should make server to server sharing based off the owncloud storage backend then improve that one so that both mechanisms benefit from it

 xenopathic schiesbn ",TD,TD
15,"this is just a dump from the irc log how could a possible sharing work hanswurst asked and that was a possible way to enhance the sharing


php

abstract class shareprovider extends ocpappframeworkdbmapper 

    protected type
    protected db

    public function constructocpidb db type 
        thistype  type
        thisdb  db
    




class share extends ocpappframeworkdbentity 
    protected share
    protected link
    protected users
    protected groups


class fileshare extends shareprovider 
    public function constructocpidb db 
        parentconstructdb file
    


folder  rootgetpathtofolder
folder  rootgetpathtofilexml

fileshare  new filesharedb
filesharesharewithgroupsfolder 
share  filesharesharewithusersfile 

link  filesharecreatepubliclinkshare
fileshareremovepubliclinklink

sharedusers  filesharegetusersfolder
sharedgroups  filesharegetgroupsfolder
fileshareremovesharefromgroups
fileshareremovesharefromusers


cc raydiation   schiesbn lukasreschke 



  would be the outcome if you would implement sharing with entities and mappers
  the shareprovider baseclass would implement all the important sql queries that are reusable in the child class
",TD,Not_TD
16,"

cc   ",TD,Not_TD
17,"

cc   ",TD,Not_TD
18,"migrate previewpng etc  to preview system

subtasks
  add a proper previewcontroller
  preview  image response types require stream based responses",TD,TD
19,see ,TD,Not_TD
20,"jquery tipsy is unmaintained  does not work with up to date jquery which forces us to ship jquerymigrate and has several bugs that are not present in the 

migrating should not be hard most of the time it will only amount to replacing

    elementtipsy

with

    elementtooltip

 jancborchardt lukasreschke  morrisjobke ",TD,TD
21,"we really need to get rid of octemplatejs which is some custom templating system only used by contacts but lives in core

there are better and maintained template systems…",TD,TD
22," steps to reproduce
 share a folder as public link with write permissions in instance a with usera uid usera display a from instancea
 open public link and add to instance b as userb uid userb display b from instanceb with add to owncloud field
 add a file testtxt to the folder as userb
 check activity feed for usera

 expected
one of
 userb created testtxt
 userbinstanceb created testtxt
 b from instanceb created testtxt

 actual
empty string created testtxt
added a workaroung so it uses remote user instead of empty string for now see  

 findings
the activity app uses the following code to get the uid when creating the activities
php
			user  servergetusersessiongetuser
			return user  usergetuid  


is it somehow possible to get any info from the session or somewhere else that the current user is a remote user userxyz with a displayname xyz on instanceabc on instanceabc so we dont display remote user only but can help to identify the user

since this also happens to intentional remote shares uidinstance in the share dropdown it would be nice to know which user you want to remove from the sharing list 

 cc schiesbn  for writing the feature",TD,TD
23,"currently the storage api is similar to the one from php and simply returns false when an error occurred
this makes it difficult to distinguish whether false means file not found or storage not available

we should move to using exceptions in such cases and get rid of booleans

xenopathic  schiesbn  ",TD,TD
24,"we need to migrate from the current unofficial and unmaintained dropbox sdk to the official one 

",TD,TD
25,"there are many cases in the code where we either assume that a returned value will be correct or where some abnormal situations are just ignored

for example
  here is assuming the user is not null  but a bug might break the subsequent code if it is
  here the user manager might return null but a home will still get created 
  here getrelativepath should normally never fail but if it does return null it is just ignored instead of throwing an exception 

we need to fix such known cases and be more defensive when programming to make sure the code is more robust this is especially important knowing that race conditions could trigger unpredictable behavior so better not have code running with wrong values if we have a way to catch such situations

",TD,TD
26,"the problem was discovered here  and handled by a easy fix for a particular problem here  but the overall problem still exists

the fakeroot in ocfilesview has a trailing slash for external mount points or share mount points otherwise it doesnt have a trailing slash also depending how the view is initialized fakeroot can have a trailing slash or not this leads to problems like described and fixed in the issues linked above additional it will fail if the path comes with two leading slashes like mentioned here  another inconsistency is that depending on the trailing slash of the fakeroot the result of getrelativepath will start with a leading slash or not

this all is highly inconsistent and it is really hard to say which behaviour is the correct one
we should always operate on normalized paths starting with one slash without any doubleslashes and without a trailing slash also the result should always be a normalized path

cc  ",TD,TD
27,ref ,TD,Not_TD
28,"from irc

  bes deepdiver can we somehow get rid of  
  it’s the second time that i get major headaches due to that totally not unit testing unit test… honestly setting up a webdav server in an unit test i don’t even know what to say…
  major headaches  basically that file does so much things wrong that any adjustments in core totally unrelated will probably make this test fail and one has to add some other major hacks in the core code just because of this unit test……
  anybodyelse i wouldnt just remove this test but if you have a idea how to improve it then go ahead and replace it with a better test
  improve
  that’s not an unit test
  that belongs in an integration test
  i wouldnt add a hack to core to meet the unit tests if something in core changes we need to adjust the test i know not ideal but thats how it is at the moment
  it’s not possible
  sabredav will use thisserver from irequest to access the server env values
  this so called “unit test” is setting it via server
  and irequest is setup earlier in the bootstraping
  especially for encryption it is important to do this kind of tests because there is no sophisticated algorithmus
  this are all simple file operations
  so we either can absolutely not unit test our request handling and everythign related to it
  because of a silly integration test
  that does it wrong
  we want to know if they succeed with encryption
  yes
  that’s what one calls “integration test
  if you would mock all the real stuff away you would basically test openssl methods
  which would be pointless
  sure then call it interation tests
  integration tests do not belong in unit tests  they are different type of tests – also exactly like our external storage tests which are execute differently
 → duckydan joined 
  but pure unit tests doesnt make sense in a lot of areas in owncloud and especially not in encryption
  yes – then they need to get executed differently
  move it out like an external storage test or whatever


",TD,Not_TD
29,see ,TD,Not_TD
30,ref ,TD,Not_TD
31,"i know we literally just finished this 

but this class is not easily correctlymockable without actually instantiating the class and mocking its three deps

its also impossible to mock its server property since it doesnt actually exist and is fetched magically via a get method which is in a lengthy switch case

extending  in our ocappframeworkhttprequest would give us much more maintainablilty and reduce our maintance needs as that class would handle all the heavy lifting except our specialty cases we have to account for

also in the future could be used when we get around to refactoring a number of other classes

the changes on our codes end would also be minimal from my first looks and could be made more minimal through usages of facades

thoughts on this  karlitschek 

please also note this class is deeply tested and used in some of phps most popular frameworks like symfonyobviously laravel drupalnot really a framework silex and a number of others i cant think of at the moment",TD,TD
32,"our codebase contains currently gems such as

php
ids  array
					parents  arrayitem
					while emptyparents 
						parents  implode parents
						query  ocdbprepareselect id permissions from prefixshare
							 where parent in parents
						result  queryexecute
						 reset parents array only go through loop again if
						 items are found that need permissions removed
						parents  array
						while item  resultfetchrow 
							 check if permissions need to be removed
							if item  permissions 
								 add to list of items that need permissions removed
								ids  item
								parents  item
							
						
					
					 remove the permissions for all reshares of this item
					if emptyids 
						ids  implode ids
						 todo this should be done with doctrine platform objects
						if occonfiggetvalue dbtype  oci 
							andop  bitandpermissions 
						 else 
							andop  permissions  
						
						query  ocdbprepareupdate prefixshare set permissions  andop
							 where id in ids
						queryexecutearraypermissions


those cases are a potentially pitfall for sql injections when the code is incorrectly called and is very hard to audit this should use a helper for in statements instead",TD,TD
33,currently we have some fairly open defaults optimally we should restrict the defaults as much as possible and allow apps to optin for requirements,TD,TD
34,see ,TD,Not_TD
35,nan,TD,Not_TD
36,"the current approach adds more abstraction that is currently needed which makes it harder to debug database related issues furthermore there are problems with our internal api statement wrapper whose multiple return types bool statement cause some headaches when trying to close cursors properly for the most common cases see  

 current status
currently the classes that you typically use are called in the following order when running a method on the mapper class
 mapper
 idb
 db
 statementwrapper
 idbconnection
 connection

the goal is to get it down to this
 mapper
 idbconnection
 connection

 how can we do this

instead of requiring an instance of idb for the mapper we are going to require an idbconnection in order to stay compatible until this can be removed after deprecation we are going to do the following

 deprecate idb and db
 idb inherits from idbconnection
 db will forward calls to idbconnection using the call method much like this here  or just proxy it if required by the interface previous methods on the class itself will keep working but will be deprecated
 mapper class will be adjusted to use idbconnection and the methods on that class
 statementwrapper will be removed from db

at some point we will be able to return an instance of idbconnection from the servercontainer instead of idb to finish the migration and finally remove the code

 morrisjobke  lukasreschke butonic  georgehrke jbtbnl 
",TD,TD
37,"just happened to me and also others 

the cron service generates a lockfile in datacronlock this log file is not removed in certain cases which leads to a deadlock the file exists and no cronjobs will be executed for that period

my suggestion set a maximum timeout for the cronjob lockfile and remove the lock file after that

cc  jakobsack  ",TD,TD
38,"the current approach adds more abstraction that is currently needed which makes it harder to debug database related issues furthermore there are problems with our internal api statement wrapper whose multiple return types bool statement cause some headaches when trying to close cursors properly for the most common cases see  

 current status
currently the classes that you typically use are called in the following order when running a method on the mapper class
 mapper
 idb
 db
 statementwrapper
 idbconnection
 connection

the goal is to get it down to this
 mapper
 idbconnection
 connection

 how can we do this

instead of requiring an instance of idb for the mapper we are going to require an idbconnection in order to stay compatible until this can be removed after deprecation we are going to do the following

 deprecate idb and db
 idb inherits from idbconnection
 db will forward calls to idbconnection using the call method much like this here  or just proxy it if required by the interface previous methods on the class itself will keep working but will be deprecated
 mapper class will be adjusted to use idbconnection and the methods on that class
 statementwrapper will be removed from db

at some point we will be able to return an instance of idbconnection from the servercontainer instead of idb to finish the migration and finally remove the code

 morrisjobke  lukasreschke butonic  georgehrke jbtbnl 
",TD,TD
39,"our file upload javascript component is capable of using put for file upload


using put has some advantages over the existing post
the php code will be trigger as soon as the first few kbs arrived th server
in contrary in case of post the web server will first receive the whole file and trigger the php code after the upload has been finished

why is this a better approach
 quota and other checks can be performed right in the beginning
 follow up processing can benefit from stream eg push data to external file systems encrypt on the fly 

from my understanding this is why webdav uses put for file upload as well

karlitschek danimo dragotin  butonic blizzz schiesbn  bantu ringmaster 

im summoning you all because id like to know any impact on any component you are working on if you see any issues with this approach

thx
",TD,TD
40,"by my reading the oc autoloader is now needed only for ocspecific classes that are not  or  compatible the oc autoloaders handling of nonoc classes is very basic

	    foreach thisprefixpaths as prefix  dir 
            if   strposclass prefix 
            path  strreplace  class  php
            path  strreplace  path
            paths  dir    path
        

this is a  compliant implementation the composer autoloader is fully  compliant and also  compliant and does a bunch of other tricks too its comfortably superior to the code above i believe the bits of autoloaderphp that relate to nonoc classes should be dropped and the prefixes for any bundled libraries that arent directly handled by composer should be registered with composers autoloader instead of the oc autoloader in basephp ",TD,TD
41,nan,TD,Not_TD
42,"there are several things wrong with our  classesmethods

 the  has no public interface and there for can not be used by apps
 the public interface is missing a stub for some of the methods
 the  class should be using a namespace
 the methods related to guessing the language and then using it should be moved to the factory
same applies to all guessing find exists and force methods aswell
 the  class should not have a static method get instead the factory should be used
 t should return a string instead of a  object by default for saver usage 

 
",TD,TD
43,"currently every img tag or element which has a class inserting an icon needs to add the class »svg« in addition this class is only so that browsers which don’t support svg most notably  will be served with png instead

can we get rid of the svg class and have the jsphp just detect if it’s either an img or if the class starts with »icon« basically now the svg class is just stupid duplication and people forget it – because it does not make a whole lot of sense to need to add an additional indicator

cc   ownclouddesigners ",TD,TD
44,"regarding the discussion in  and  and probably others there is a question if support of the given multiocinstanceinonedb feature should be dropped

argument to keep
 multiple oc instances could be hosted in one database
 or the database could be shared with any other application that uses the oc prefix


arguments to drop are
 no real world usage no one actually uses it
 functionality is broken eg indexes do not currently support this feature  while required by certain dbmss
 on the long run it will sure make code easier
 stability could be improved through simplifying the code

a scenario to go for dropping support could be
 a grace period should be defined during which users are notified to change the dbtableprefix to oc or dropping it with the same result
 during the grace period a config value dbtableprefixmigrate could be introduced when set upon the next upgrade the prefix would be changed to oc by renaming the tables and dropping both dbtableprefix and dbtableprefixmigrate variables
 after the grace period an exception should be thrown if dbtableprefix is set the migration can still be done automatically but becomes mandatory except for the upgrade code the code will be cleaned of replacement features and using static oc value instead
 additionally after the grace period an exception should be thrown if a an app installed is using dbprefix in table names it should automatically be disabled to not block the entire oc instance or any such is attempted to be installed which thus should fail
 documentation needs to be updated accordingly
",TD,TD
45," worst case aka current state
currently apps register their navigation entry with an array in appphp eg activity
php
app  new application
c  appgetcontainer

navigationentry  array
	id  cgetappname
	order  
	name  
	href  ocservergeturlgeneratorlinktorouteactivityactivitiesshowlist
	icon  ocservergeturlgeneratorimagepathactivity activitysvg

ocservergetnavigationmanageraddnavigationentry


this creates a lot of overhead although not required

 the application of the activity app is created and instanciated
 the appgetcontainer 
 the  
 the ocservergeturlgenerator 

this makes requests that do not need the navigation quite bloated

i got two ideas to prevent this easily




  use closures

add a addclosure method and register all navigation per closure so the stuff is only created when required on getall of the navigationmanager run the closures and add them

    php
    	public function getall 
    		foreach thisclosureentries as c 
    			thisaddc
    		
    		thisclosureentries  array
    		return thisentries
    	
    

app code
php
ocservergetnavigationmanageraddclosurefunction  use c 
	app  new application
	c  appgetcontainer
	urlgenerator  cgetservergeturlgenerator

	return 
		id  cgetappname
		order  
		name  
		href  urlgeneratorlinktorouteactivityactivitiesshowlist
		icon  urlgeneratorimagepathactivity activitysvg
	


 advantage
 code is not executed unless really required
 quick and dirty

 disadvantage
 we create tones of closures
 return value of the closure is not specific and needs to be verified
 apps need to be updated to help improve the performance




  use a method in the appframework
add a registernavigation method to the ocpappframeworkapp class and call that for all enabled apps in the navigationmanagergetall method

 advantage
 code is not executed unless really required
 properly structured and making use of the application class

 disadvantage
 we need a way to create a list of all ocpappframeworkapp objects so we can run the registernavigation method on them but i think we create all those classes already anyway and just dont keep them in the appmanager or whereever
 apps need to be updated to help improve the performance




both ways are way finer and less ressource wasting then the current implementation

opinions lukasreschke raydiation  ",TD,TD
46," worst case aka current state
currently apps register their navigation entry with an array in appphp eg activity
php
app  new application
c  appgetcontainer

navigationentry  array
	id  cgetappname
	order  
	name  
	href  ocservergeturlgeneratorlinktorouteactivityactivitiesshowlist
	icon  ocservergeturlgeneratorimagepathactivity activitysvg

ocservergetnavigationmanageraddnavigationentry


this creates a lot of overhead although not required

 the application of the activity app is created and instanciated
 the appgetcontainer 
 the  
 the ocservergeturlgenerator 

this makes requests that do not need the navigation quite bloated

i got two ideas to prevent this easily




  use closures

add a addclosure method and register all navigation per closure so the stuff is only created when required on getall of the navigationmanager run the closures and add them

    php
    	public function getall 
    		foreach thisclosureentries as c 
    			thisaddc
    		
    		thisclosureentries  array
    		return thisentries
    	
    

app code
php
ocservergetnavigationmanageraddclosurefunction  use c 
	app  new application
	c  appgetcontainer
	urlgenerator  cgetservergeturlgenerator

	return 
		id  cgetappname
		order  
		name  
		href  urlgeneratorlinktorouteactivityactivitiesshowlist
		icon  urlgeneratorimagepathactivity activitysvg
	


 advantage
 code is not executed unless really required
 quick and dirty

 disadvantage
 we create tones of closures
 return value of the closure is not specific and needs to be verified
 apps need to be updated to help improve the performance




  use a method in the appframework
add a registernavigation method to the ocpappframeworkapp class and call that for all enabled apps in the navigationmanagergetall method

 advantage
 code is not executed unless really required
 properly structured and making use of the application class

 disadvantage
 we need a way to create a list of all ocpappframeworkapp objects so we can run the registernavigation method on them but i think we create all those classes already anyway and just dont keep them in the appmanager or whereever
 apps need to be updated to help improve the performance




both ways are way finer and less ressource wasting then the current implementation

opinions lukasreschke raydiation  ",TD,Not_TD
47,"the unit test fails when running locally due to calling ocmailsend which will fail and therefore behave  differently than when it would pass

longterm solution would be to make the ocmail class nonstatic but for now ill adjust the unittest",TD,TD
48,"i know we literally just finished this 

but this class is not easily correctlymockable without actually instantiating the class and mocking its three deps

its also impossible to mock its server property since it doesnt actually exist and is fetched magically via a get method which is in a lengthy switch case

extending  in our ocappframeworkhttprequest would give us much more maintainablilty and reduce our maintance needs as that class would handle all the heavy lifting except our specialty cases we have to account for

also in the future could be used when we get around to refactoring a number of other classes

the changes on our codes end would also be minimal from my first looks and could be made more minimal through usages of facades

thoughts on this  karlitschek 

please also note this class is deeply tested and used in some of phps most popular frameworks like symfonyobviously laravel drupalnot really a framework silex and a number of others i cant think of at the moment",TD,TD
49,see ,TD,Not_TD
50,"is it intended that the argument in backgroundjob is called klass instead of class or is this dragotin s easteregg with typo 


grep rin klass         
		class  argument
	  param string klass class name
	public static function addregulartaskklass method 
			selfregisterjobocbackgroundjoblegacyregularjob arrayklass method
	  key is string klassmethod value is array klass method 
		selfregisterjobocbackgroundjoblegacyqueuedjob arrayapp  app klass  class method  method parameters  parameters


",TD,TD
51,"wrap your head around all these different setup paths in basephp and resolve 

",TD,TD
52,,TD,Not_TD
53,"the filesexternal application is blocking the loading of the admin and user page if the remote host of a mountpoint is not reachable anymore

to reproduce this mount a remote webdav share and then take the remote server offline  opening the pages will then take about  seconds

this is very bad user experience and we should move this to an ajax check",TD,TD
54,"see  and any other file in the same directory

nickvergessen i heard you like fixing namespaces  wink ",TD,Not_TD
55,"currently the filesexternal ui is unmaintainable because it uses a combination of all settings tuple as if it was a unique id this is very unreliable and can cause possible breakage

since oc  there is a new storageid value stored in mountjson

the external storage config code must be adapted to use this storageid when updating the config instead of the huge tuple

this will make room for adding more options

cc  
",TD,TD
56,"currently apps need to register their cron jobs inside of appphp
the problem with this is that adding the jobs there will cause a insert if not exists every time the app is loaded even if the php request is not cronphp

we should provide a mechanism for apps to register cron jobs outside of appphp
one suggestion would be to add a method registercronjobsjobmanager in the application class and expect apps to override that method to register their jobs there

that method would then only be called by cronphp when really needed

nickvergessen as discussed",TD,TD
57,"i found some unit tests related to that stream wrapper
afaik this is now unusedobsolete 

we should deprecate this officially

  ",TD,TD
58,"xml
	
		
		
	


app type filesystem should not be used here just to avoid the enable for group feature if that is needed a new type should be added but using type filesystem will cause the app to be loaded in various scenarios where it is not needed eg webdav",TD,TD
59,"if for example via a click on a  the url is changed but the actual pointer of the url is still the same no reload of the files app should happen

noticed together with 

see  for a real world example",TD,TD
60,"as mentioned in  there should be a couple of more checks in the subadmin class for example to make sure that we do not try to make a user a subadmin of the same group twice this should be handled more gracefully

this could either be silent in certain cases or in the form of exceptions

this makes sure we do not have to check in multiple places and fixes the problem where it can occur",TD,TD
61,"in a restful design a url should be a resource
on owncloud apps can be found in apps

appspaths allows admins to modify the url where to find some apps and that goes against the convention and breaks things 


appspaths  array
	array
		path varwwwowncloudapps
		url  apps
		writable  false
	
	array
		path varwwwowncloudmyapps
		url  
		writable  true
	



the url parameter should be dropped and replaced by a filter


appspaths  array
	array
		path varwwwowncloudapps
		filter  
		writable  false
	
	array
		path varwwwowncloudmyapps
		filter  
		writable  true
	



which would lead to a url like 
",TD,TD
62,"currently you have to check all methods from  but it would be better to have an interface for this to implement simply all the methods 


ref documentation issue ",TD,TD
63,"before doing any clean up or refactoring of the external storage frontend its a good idea to first write some unit tests these will mostly rely on interacting with dom elements

this is also an opportunity to properly encapsulate the js code into a namespace or class which should require minimal changes for now

this is the prerequisite before well be able to fix the config format later in  
",TD,TD
64,we better move the physical path column into the cache table  kind of related to ,TD,Not_TD
65,"the storage id definitions  help developers figure out what those ids mean

the problem is that when were trying to use whats at our disposal to identify where a folder is located it doesnt work as expected

 folderislocal

 expectation

 only returns true for folders hosted in the data folder
 returns true for storage with the id local
 returns true for shares belonging to the same instance

 actual behaviour

 always returns false for folders hosted in the data folder on  
 returns false for local shares on 

  folderismounted

 expectation

returns references to storage which is mounted

 actual behaviour


an id starting with local should not be considered mounted but from the definitions if you use the filesexternal you could also mount local folder into your owncloud in this case also a local storage is created
which means were not getting those mounted folders

on top of that an external share is not considered mounted which is confusing

 what can be done
i can understand that a method is needed to know whether we have a direct access to files and folder so that we can pick the right tools to manipulate them but calling it islocal is confusing we already have isencrypted but maybe we need to introduce a method called isproxied or hasdirectaccess

we also need another method which can help us figure out where the node is located and whether or not its collected via the network or not

 an external share is much slower than a local one but both are identified as shared
 a mounted smb folder can be quite fast but one which requires to make http requests probably wont be so why id them all as local

apps which need to collect specific files in order to present them to the user in a different gui documents gallery etc need to know whether the files can be fetched quickly or not because fetching files which take several seconds or even minutes each to retrieve is simply killing the user experience



",TD,TD
66," has to be converted into an console command  or we extend the filesscan command to accept a path as well

 ",TD,TD
67,"through the use of cqueryservercontainerqueryname you can virtually access any service in core that is defined in the server container be it private or public we also encourage app devs to do it in that way which is bad 

not only is it bad for maintaining a stable public api but can also lead to obscure bugs dev overrides core service for instance and it is not as easy to develop apps as it could be what i propose is that we should get rid of the servercontainer parameter in the dicontainer class

php
thisregisterparameterservercontainer ocserver

and replace it with a service for now that logs a deprecated error when the servercontainer is accessed like


php
thisregisterserviceservercontainer function c 
    ocservergetloggerwarnaccessing the servercontainer is deprecated and will be removed in owncloud  use type annotation to inject it into your classes
    return ocserver


the next step should be to get everything that should be public into that container so for instance ocpiconfig should be registered in the following way

php
thisregisterserviceocpiconfig functionc 
    return ocservergetallconfig



that way the app developer can let the container resolve the interface automatically with the help of  

this is nice because the app dev now does not need to know where to get the dependency from eg irequest is not in the server container but in the dicontainer which is really weird but he can simply add the public interface type hint  to his constructor like

php
class authorcontroller 
    public function constructappname ocpirequest request ocpiconfig config



this will also be less to write so i suppose devs that struggled with di before and just accessed the global server container will be more likely to use proper di

georgehrke  butonic  morrisjobke nickvergessen jbtbnl karlitschek ",TD,Not_TD
68,"there are many places in the code where the current user is read out of iusersession or ocpusergetuser this is dangerous because it assumes that the currently logged in user is also the one we are working on

in the case of background jobs versions expire etc there is no user in the session but we still need to apply changes for a given user  see 

this is why we need to always inject the user instead of getting the one from the session

cc lukasreschke",TD,TD
69,"when using owncloud as external storage it will simply use the owncloud external storage backend which is based on the dav external storage backend

when using server to server sharing aka federation it uses the dav external storage backend not the owncloud one but also uses an additional endpoint ajaxshareinfophp which delivers snippets of the remote cache

the problem with this is that we now have different code paths between owncloud external storage and server to server share even though they work almost the same this means multiple code paths to maintain and also a risk of not noticing issues specific to a given code path like  where syncing is broken for owncloud external storage but works for server to server shares

 can we get rid of shareinfophp somehow and use propfind instead 
we might need to use it with depth infinite if we want the whole tree

ideally we should implement a more progressive logic similar to the sync client which only updates pieces of the subtree for example check the etag of the root with propfind if it changed then propfind the children for which the etag changed etc

cc  schiesbn ",TD,TD
